iter	Passed	Remaining
149	218	1237
150	218	1231
151	219	1224
152	219	1217
153	220	1211
154	221	1205
155	221	1199
156	222	1193
157	222	1187
158	223	1181
159	223	1175
160	224	1169
161	224	1163
162	225	1157
163	225	1151
164	226	1146
165	227	1140
166	227	1134
167	227	1128
168	228	1123
169	229	1118
170	229	1112
171	230	1107
172	230	1101
173	230	1096
174	231	1091
175	231	1086
176	232	1080
177	232	1075
178	233	1070
179	233	1065
180	234	1059
181	234	1054
182	235	1049
183	235	1044
184	236	1039
185	236	1035
186	237	1030
187	237	1026
188	238	1021
189	238	1016
190	239	1012
191	239	1008
192	240	1003
193	240	999
194	241	995
195	241	990
196	241	986
197	242	982
198	243	978
199	243	974
200	244	970
201	244	966
202	245	962
203	245	958
204	246	954
205	246	950
206	247	946
207	247	942
208	247	938
209	248	934
210	248	930
211	249	927
212	249	923
213	250	919
214	250	916
215	251	912
216	252	909
217	252	905
218	252	902
219	253	898
220	253	894
221	254	891
222	254	887
223	255	884
224	255	880
225	256	877
226	256	874
227	257	872
228	258	869
229	258	866
230	259	863
231	260	860
232	260	857
233	261	854
234	261	851
235	262	848
236	262	845
237	263	843
238	263	840
239	264	837
240	265	834
241	265	832
242	266	829
243	266	826
244	267	823
245	267	821
246	268	818
247	269	816
248	269	813
249	270	811
250	270	808
251	271	806
252	272	803
253	272	800
254	273	798
255	273	795
256	274	793
257	275	791
258	275	789
259	276	786
260	276	784
261	277	781
262	278	779
263	278	776
264	279	773
265	279	771
266	280	769
267	280	766
268	281	764
269	281	761
270	282	759
271	283	757
272	283	755
273	284	753
274	284	750
275	285	748
276	285	746
277	286	744
278	287	742
279	287	740
280	288	738
281	288	735
282	289	733
283	290	732
284	290	729
285	291	727
286	292	725
287	292	723
288	293	721
289	293	719
290	294	717
291	295	715
292	295	713
293	296	711
294	296	708
295	297	706
296	297	704
297	298	702
298	298	700
299	299	698
300	300	696
301	300	694
302	300	692
303	301	690
304	301	688
305	302	685
306	302	683
307	303	681
308	303	679
309	304	677
310	304	675
311	305	673
312	305	671
313	306	668
314	306	666
315	307	664
316	307	662
317	308	660
318	308	658
319	309	656
320	309	654
321	309	652
322	310	650
323	310	648
324	311	646
325	311	644
326	312	643
327	312	641
328	313	639
329	313	637
330	314	635
331	314	633
332	315	631
333	315	629
334	316	628
335	316	626
336	317	624
337	317	622
338	318	620
339	318	618
340	319	617
341	319	615
342	320	613
343	320	611
344	321	610
345	321	608
346	322	606
347	322	604
348	323	602
349	323	601
350	324	599
351	324	597
352	324	595
353	325	593
354	325	592
355	326	590
356	326	588
357	327	587
358	328	585
359	328	584
360	329	582
361	329	580
362	330	579
363	330	577
364	331	575
365	331	574
366	332	572
367	332	571
368	333	569
369	333	567
370	334	566
371	334	564
372	335	563
373	335	561
374	335	559
375	336	558
376	336	556
377	337	555
378	337	553
379	338	552
380	338	550
381	339	549
382	339	547
383	340	545
384	340	544
385	341	542
386	341	541
387	342	540
388	343	538
389	343	537
390	344	535
391	344	534
392	345	532
393	345	531
394	345	529
395	346	528
396	346	526
397	347	525
398	347	523
399	348	522
400	348	521
401	349	519
402	349	518
403	350	516
404	350	515
405	351	513
406	351	512
407	352	510
408	352	509
409	353	508
410	353	506
411	353	505
412	354	503
413	355	502
414	355	501
415	356	499
416	356	498
417	357	497
418	357	496
419	358	494
420	358	493
421	359	492
422	359	490
423	360	489
424	360	488
425	361	486
426	361	485
427	362	484
428	362	482
429	363	481
430	363	480
431	364	478
432	364	477
433	365	476
434	365	474
435	366	473
436	366	472
437	367	470
438	367	469
439	367	468
440	368	466
441	368	465
442	369	464
443	369	463
444	370	462
445	371	460
446	371	459
447	372	458
448	373	457
449	373	456
450	374	455
451	375	454
452	375	453
453	376	452
454	377	451
455	377	450
456	378	449
457	378	448
458	379	447
459	379	445
460	380	444
461	380	443
462	381	442
463	381	441
464	382	439
465	382	438
466	383	437
467	383	436
468	384	435
469	384	433
470	385	432
471	385	431
472	386	430
473	386	429
474	387	428
475	387	427
476	388	426
477	389	424
478	389	423
479	389	422
480	390	421
481	390	420
482	391	418
483	391	417
484	392	416
485	392	415
486	393	414
487	393	413
488	394	411
489	394	410
490	395	409
491	395	408
492	396	407
493	396	406
494	396	405
495	397	403
496	398	402
497	398	401
498	399	400
499	399	399
500	400	398
501	400	397
502	401	396
503	401	395
504	402	394
505	402	393
506	403	392
507	403	391
508	404	389
509	404	388
510	405	387
511	405	386
512	406	385
513	406	384
514	407	383
515	407	382
516	408	381
517	408	380
518	409	379
519	409	378
520	410	376
521	410	375
522	410	374
523	411	373
524	411	372
525	412	371
526	412	370
527	413	369
528	414	368
529	414	367
530	414	366
531	415	365
532	415	364
533	416	363
534	416	362
535	417	361
536	417	360
537	418	359
538	418	358
539	419	357
540	419	356
541	420	355
542	420	354
543	421	353
544	421	352
545	422	351
546	422	350
547	423	349
548	423	348
549	424	347
550	424	346
551	425	345
552	425	344
553	426	343
554	426	342
555	427	341
556	427	340
557	428	339
558	428	338
559	429	337
560	429	336
561	430	335
562	430	334
563	431	333
564	431	332
565	432	331
566	432	330
567	433	329
568	433	328
569	434	327
570	434	326
571	435	325
572	435	324
573	436	323
574	436	322
575	437	321
576	437	320
577	438	319
578	438	318
579	439	317
580	439	317
581	440	316
582	440	315
583	441	314
584	441	313
585	442	312
586	442	311
587	443	310
588	443	309
589	444	308
590	444	307
591	444	306
592	445	305
593	445	304
594	446	303
595	446	302
596	447	301
597	447	301
598	448	300
599	448	299
600	449	298
601	449	297
602	450	296
603	450	295
604	451	294
605	451	293
606	452	292
607	452	291
608	453	290
609	453	290
610	454	289
611	454	288
612	455	287
613	455	286
614	456	285
615	456	284
616	457	283
617	457	282
618	458	282
619	458	281
620	459	280
621	459	279
622	460	278
623	460	277
624	461	276
625	461	275
626	461	274
627	462	273
628	462	272
629	463	272
630	463	271
631	464	270
632	464	269
633	465	268
634	465	267
635	466	266
636	466	265
637	467	265
638	467	264
639	468	263
640	468	262
641	468	261
642	469	260
643	469	259
644	470	258
645	470	258
646	471	257
647	471	256
648	472	255
649	472	254
650	473	253
651	473	252
652	474	252
653	474	251
654	475	250
655	475	249
656	476	248
657	476	247
658	477	247
659	477	246
660	478	245
661	478	244
662	479	243
663	479	242
664	480	241
665	480	241
666	481	240
667	481	239
668	482	238
669	482	237
670	483	237
671	483	236
672	484	235
673	485	234
674	485	233
675	486	232
676	486	232
677	487	231
678	487	230
679	488	229
680	488	228
681	489	228
682	489	227
683	489	226
684	490	225
685	490	224
686	491	223
687	491	223
688	492	222
689	492	221
690	493	220
691	493	219
692	494	218
693	494	218
694	495	217
695	495	216
696	496	215
697	496	214
698	497	214
699	497	213
700	498	212
701	498	211
702	499	211
703	500	210
704	500	209
705	501	208
706	501	207
707	502	207
708	502	206
709	503	205
710	504	204
711	504	204
712	505	203
713	505	202
714	506	201
715	506	201
716	507	200
717	507	199
718	508	198
719	508	197
720	509	197
721	510	196
722	510	195
723	511	194
724	512	194
725	512	193
726	513	192
727	513	191
728	514	191
729	514	190
730	515	189
731	516	188
732	516	188
733	517	187
734	517	186
735	518	185
736	518	185
737	519	184
738	519	183
739	520	182
740	520	182
741	521	181
742	521	180
743	522	179
744	522	178
745	523	178
746	523	177
747	524	176
748	525	175
749	525	175
750	526	174
751	526	173
752	527	172
753	527	172
754	528	171
755	528	170
756	529	169
757	529	169
758	530	168
759	530	167
760	531	166
761	531	166
762	532	165
763	532	164
764	533	163
765	533	163
766	534	162
767	534	161
768	535	160
769	535	159
770	536	159
771	536	158
772	536	157
773	537	156
774	537	156
775	538	155
776	539	154
777	539	154
778	540	153
779	541	152
780	541	151
781	542	151
782	542	150
783	543	149
784	543	148
785	544	148
786	544	147
787	545	146
788	545	145
789	546	145
790	546	144
791	547	143
792	547	142
793	548	142
794	548	141
795	549	140
796	549	139
797	550	139
798	550	138
799	551	137
800	551	137
801	552	136
802	552	135
803	552	134
804	553	134
805	554	133
806	555	132
807	555	132
808	556	131
809	556	130
810	557	129
811	557	129
812	558	128
813	558	127
814	559	126
815	559	126
816	560	125
817	560	124
818	561	124
819	561	123
820	562	122
821	562	121
822	563	121
823	563	120
824	564	119
825	564	118
826	565	118
827	565	117
828	566	116
829	566	116
830	567	115
831	567	114
832	568	113
833	569	113
834	569	112
835	570	111
836	570	111
837	571	110
838	572	109
839	572	109
840	573	108
841	573	107
842	574	106
843	574	106
844	575	105
845	575	104
846	576	104
847	576	103
848	577	102
849	577	101
850	578	101
851	578	100
852	579	99
853	579	99
854	580	98
855	580	97
856	581	96
857	581	96
858	581	95
859	582	94
860	583	94
861	583	93
862	584	92
863	585	92
864	585	91
865	586	90
866	586	90
867	587	89
868	587	88
869	588	87
870	588	87
871	589	86
872	589	85
873	590	85
874	590	84
875	591	83
876	591	83
877	592	82
878	592	81
879	593	80
880	593	80
881	594	79
882	594	78
883	595	78
884	595	77
885	596	76
886	596	76
887	597	75
888	597	74
889	598	73
890	598	73
891	599	72
892	600	71
893	600	71
894	601	70
895	601	69
896	602	69
897	602	68
898	603	67
899	603	67
900	604	66
901	604	65
902	605	65
903	605	64
904	606	63
905	606	62
906	607	62
907	607	61
908	608	60
909	608	60
910	609	59
911	609	58
912	610	58
913	610	57
914	611	56
915	611	56
916	612	55
917	612	54
918	613	54
919	613	53
920	614	52
921	615	52
922	615	51
923	616	50
924	617	50
925	617	49
926	618	48
927	618	48
928	619	47
929	619	46
930	620	45
931	620	45
932	621	44
933	621	43
934	622	43
935	622	42
936	623	41
937	623	41
938	624	40
939	624	39
940	625	39
941	625	38
942	626	37
943	626	37
944	627	36
945	627	35
946	628	35
947	629	34
948	629	33
949	630	33
950	630	32
951	631	31
952	631	31
953	632	30
954	632	29
955	633	29
956	633	28
957	634	27
958	634	27
959	635	26
960	635	25
961	636	25
962	636	24
963	637	23
964	637	23
965	638	22
966	638	21
967	639	21
968	639	20
969	640	19
970	640	19
971	641	18
972	641	17
973	642	17
974	642	16
975	643	15
976	643	15
977	644	14
978	644	13
979	645	13
980	645	12
981	646	11
982	646	11
983	647	10
984	647	9
985	648	9
986	648	8
987	649	7
988	649	7
989	650	6
990	650	5
991	650	5
992	651	4
993	651	3
994	652	3
995	653	2
996	653	1
997	654	1
998	654	0
999	655	0
